Drug name,Disease name,Reported Effect,,
Dactinomycin,"Skin Diseases, Vascular",side effect,,
Dactinomycin,Porokeratosis,side effect,,
Dactinomycin,Amphetamine-Related Disorders,therapeutic effect,,
Dactinomycin,"Sleep Apnea, Central",side effect,,
Dactinomycin,Drug Overdose,side effect,,
Danazol,Idiopathic intracranial hypertension with papilledema,therapeutic effect,,
Danazol,"High serum cholesterol, familial",side effect,,
Danazol,Arterial Occlusive Diseases,side effect,,
Danazol,"Arthritis, Rheumatoid",therapeutic effect,,
Danazol,Ataxia,side effect,,
Danazol,Atrial Fibrillation,therapeutic effect,,
Danazol,Atrial Flutter,side effect,,
Danazol,Berylliosis,side effect,,
Danazol,Urinary Bladder Calculi,side effect,,
Danazol,Bone Diseases,side effect,,
Danazol,Calcinosis,side effect,,
Danazol,Celiac Disease,therapeutic effect,,
Danazol,Chest Pain,side effect,,
Danazol,Chorea,side effect,,
Danazol,Coma,side effect,,
Danazol,Consciousness Disorders,side effect,,
Danazol,Coxsackievirus Infections,side effect,,
Danazol,Decompression Sickness,side effect,,
Danazol,Disseminated Intravascular Coagulation,side effect,,
Danazol,"Fatty Liver, Alcoholic",therapeutic effect,,
Danazol,"Fractures, Closed",side effect,,
Danazol,Gout,side effect,,
Danazol,Hyperglycemia,therapeutic effect,,
Danazol,Hyperlipoproteinemia Type V,side effect,,
Danazol,"Infant, Premature, Diseases",therapeutic effect,,
Danazol,"Liver Neoplasms, Experimental",therapeutic effect,,
Danazol,"Meningitis, Pneumococcal",side effect,,
Danazol,Meningoencephalitis,side effect,,
Danazol,Multiple Myeloma,therapeutic effect,,
Danazol,Myocarditis,side effect,,
Danazol,Nephrosis,side effect,,
Danazol,Osteolysis,therapeutic effect,,
Danazol,Paraplegia,side effect,,
Danazol,Paraproteinemias,therapeutic effect,,
Danazol,Pleural Effusion,side effect,,
Danazol,Pyelonephritis,therapeutic effect,,
Danazol,Rheumatic Heart Disease,side effect,,
Danazol,Snoring,side effect,,
Danazol,"Stress Disorders, Post-Traumatic",side effect,,
Danazol,Tibial Fractures,therapeutic effect,,
Danazol,Peripheral Vascular Diseases,side effect,,
Danazol,"Toxoplasmosis, Cerebral",side effect,,
Danazol,"Tachycardia, Ventricular",side effect,,
Danazol,MELAS Syndrome,side effect,,
Danazol,"Diabetes Insipidus, Nephrogenic",side effect,,
Danazol,"Optic Neuropathy, Ischemic",therapeutic effect,,
Danazol,Metabolic Syndrome X,side effect,,
Danazol,Gastrointestinal Stromal Tumors,side effect,,
Danazol,Renal Insufficiency,therapeutic effect,,
Danazol,Intervertebral Disc Degeneration,side effect,,
Danazol,Aberrant Crypt Foci,therapeutic effect,,
Dantrolene,Adenoviridae Infections,therapeutic effect,,
Dantrolene,Altitude Sickness,side effect,,
Dantrolene,"Anemia, Hemolytic, Autoimmune",side effect,,
Dantrolene,Ataxia,side effect,,
Dantrolene,Berylliosis,side effect,,
Dantrolene,Calcinosis,side effect,,
Dantrolene,Chromosome Aberrations,side effect,,
Dantrolene,Colitis,therapeutic effect,,
Dantrolene,Consciousness Disorders,side effect,,
Dantrolene,Constipation,side effect,,
Dantrolene,Coronary Vasospasm,therapeutic effect,,
Dantrolene,Cystic Fibrosis,side effect,,
Dantrolene,"Dermatitis, Contact",side effect,,
Dantrolene,"Diabetes Mellitus, Experimental",side effect,,
Dantrolene,"Dyskinesia, Drug-Induced",side effect,,
Dantrolene,Epilepsy,side effect,,
Dantrolene,Fibromyalgia,side effect,,
Dantrolene,Friedreich Ataxia,side effect,,
Dantrolene,Gastroesophageal Reflux,side effect,,
Dantrolene,"Glaucoma, Open-Angle",side effect,,
Dantrolene,Glioma,therapeutic effect,,
Dantrolene,Goiter,therapeutic effect,,
Dantrolene,Graft vs Host Disease,side effect,,
Dantrolene,"Hearing Loss, Sensorineural",side effect,,
Dantrolene,"Histiocytosis, Langerhans-Cell",side effect,,
Dantrolene,Hyperaldosteronism,side effect,,
Dantrolene,Disorders of Excessive Somnolence,side effect,,
Dantrolene,Hypopituitarism,side effect,,
Dantrolene,Lactation Disorders,side effect,,
Dantrolene,Leg Ulcer,side effect,,
Dantrolene,Mesothelioma,therapeutic effect,,
Dantrolene,Myoclonus,side effect,,
Dantrolene,Myofascial Pain Syndromes,therapeutic effect,,
Dantrolene,Myoglobinuria,therapeutic effect,,
Dantrolene,Myopia,therapeutic effect,,
Dantrolene,Nasal Polyps,therapeutic effect,,
Dantrolene,Nelson Syndrome,therapeutic effect,,
Dantrolene,Obesity,side effect,,
Dantrolene,Optic Neuritis,therapeutic effect,,
Dantrolene,Papilledema,therapeutic effect,,
Dantrolene,Paraplegia,therapeutic effect,,
Dantrolene,Plasmacytoma,side effect,,
Dantrolene,Polycythemia,side effect,,
Dantrolene,Polyploidy,side effect,,
Dantrolene,Retinal Vein Occlusion,side effect,,
Dantrolene,Rheumatic Heart Disease,side effect,,
Dantrolene,"Shock, Septic",side effect,,
Dantrolene,Status Asthmaticus,therapeutic effect,,
Dantrolene,Stomach Ulcer,side effect,,
Dantrolene,"Stomatitis, Aphthous",side effect,,
Dantrolene,Sturge-Weber Syndrome,therapeutic effect,,
Dantrolene,"Lymphoma, Large B-Cell, Diffuse",side effect,,
Dantrolene,Mitochondrial Myopathies,side effect,,
Dantrolene,Porokeratosis,side effect,,
Dantrolene,Pelvic Pain,therapeutic effect,,
Dantrolene,Hypokinesia,side effect,,
Dantrolene,"Optic Neuropathy, Ischemic",side effect,,
Dantrolene,"Hepatitis, Autoimmune",side effect,,
Dantrolene,Gastrointestinal Stromal Tumors,side effect,,
Dantrolene,Acute Coronary Syndrome,side effect,,
Dantrolene,Vascular System Injuries,therapeutic effect,,
Dantrolene,Peripheral Arterial Disease,side effect,,
Dantrolene,Drug Overdose,side effect,,
Dapsone,succinic semialdehyde dehydrogenase deficiency,side effect,,
Dapsone,Brachydactyly with hypertension,side effect,,
Dapsone,Miyoshi myopathy,therapeutic effect,,
Dapsone,"High serum cholesterol, familial",side effect,,
Dapsone,Altitude Sickness,side effect,,
Dapsone,Amnesia,therapeutic effect,,
Dapsone,Amyloidosis,side effect,,
Dapsone,Aneurysm,side effect,,
Dapsone,Aortic Valve Insufficiency,side effect,,
Dapsone,Arterial Occlusive Diseases,side effect,,
Dapsone,Arteriosclerosis,side effect,,
Dapsone,Atrial Flutter,side effect,,
Dapsone,Autistic Disorder,side effect,,
Dapsone,Mental Disorders,side effect,,
Dapsone,Bone Diseases,side effect,,
Dapsone,Brain Diseases,side effect,,
Dapsone,Bronchopneumonia,side effect,,
Dapsone,Carcinoma,side effect,,
Dapsone,"Cardiomyopathy, Alcoholic",side effect,,
Dapsone,Celiac Disease,therapeutic effect,,
Dapsone,Central Nervous System Diseases,side effect,,
Dapsone,Cerebellar Ataxia,side effect,,
Dapsone,"Child Development Disorders, Pervasive",side effect,,
Dapsone,Cognition Disorders,side effect,,
Dapsone,Coma,side effect,,
Dapsone,Coxsackievirus Infections,side effect,,
Dapsone,Cystic Fibrosis,side effect,,
Dapsone,Digestive System Diseases,side effect,,
Dapsone,Dizziness,side effect,,
Dapsone,Dyspnea,side effect,,
Dapsone,Ear Neoplasms,side effect,,
Dapsone,Edema,side effect,,
Dapsone,Enteritis,side effect,,
Dapsone,Enuresis,side effect,,
Dapsone,"Epilepsy, Absence",side effect,,
Dapsone,Eyelid Neoplasms,side effect,,
Dapsone,"Fractures, Closed",therapeutic effect,,
Dapsone,Friedreich Ataxia,side effect,,
Dapsone,"Glaucoma, Open-Angle",side effect,,
Dapsone,Glomerulonephritis,side effect,,
Dapsone,Gonadal Dysgenesis,side effect,,
Dapsone,Granuloma,therapeutic effect,,
Dapsone,Hearing Disorders,side effect,,
Dapsone,Heart Failure,side effect,,
Dapsone,Hemangioma,side effect,,
Dapsone,Hemianopsia,side effect,,
Dapsone,Hemophilia A,side effect,,
Dapsone,Hemorrhagic Disorders,side effect,,
Dapsone,Hepatic Encephalopathy,side effect,,
Dapsone,"Histiocytosis, Langerhans-Cell",side effect,,
Dapsone,Hyperaldosteronism,side effect,,
Dapsone,Hyperlipoproteinemia Type V,side effect,,
Dapsone,Disorders of Excessive Somnolence,side effect,,
Dapsone,Hypertension,side effect,,
Dapsone,"Hypertension, Pulmonary",side effect,,
Dapsone,Hypertrophy,side effect,,
Dapsone,Hyphema,side effect,,
Dapsone,Infection,side effect,,
Dapsone,Leg Ulcer,side effect,,
Dapsone,"Leishmaniasis, Mucocutaneous",side effect,,
Dapsone,"Leishmaniasis, Visceral",therapeutic effect,,
Dapsone,Lung Diseases,therapeutic effect,,
Dapsone,Melanoma,side effect,,
Dapsone,"Melanoma, Experimental",therapeutic effect,,
Dapsone,"Meningitis, Pneumococcal",side effect,,
Dapsone,Mercury Poisoning,therapeutic effect,,
Dapsone,Moyamoya Disease,side effect,,
Dapsone,Myotonic Dystrophy,side effect,,
Dapsone,Myxoma,side effect,,
Dapsone,Neurotic Disorders,side effect,,
Dapsone,Papilledema,side effect,,
Dapsone,Paraplegia,side effect,,
Dapsone,Parkinson Disease,side effect,,
Dapsone,"Parkinson Disease, Secondary",side effect,,
Dapsone,"Pemphigoid, Bullous",side effect,,
Dapsone,Peptic Ulcer Perforation,therapeutic effect,,
Dapsone,Polyarteritis Nodosa,therapeutic effect,,
Dapsone,Peripheral Nervous System Diseases,side effect,,
Dapsone,Persistent Fetal Circulation Syndrome,therapeutic effect,,
Dapsone,Polyuria,therapeutic effect,,
Dapsone,Pre-Eclampsia,side effect,,
Dapsone,Pseudohypoparathyroidism,therapeutic effect,,
Dapsone,"Psychoses, Substance-Induced",therapeutic effect,,
Dapsone,Pulmonary Embolism,side effect,,
Dapsone,Rectal Neoplasms,side effect,,
Dapsone,Retinoblastoma,side effect,,
Dapsone,"Schizophrenia, Paranoid",side effect,,
Dapsone,Skin Diseases,side effect,,
Dapsone,"Spasms, Infantile",therapeutic effect,,
Dapsone,Stomach Ulcer,side effect,,
Dapsone,"Stress Disorders, Post-Traumatic",side effect,,
Dapsone,Sturge-Weber Syndrome,side effect,,
Dapsone,Tachycardia,side effect,,
Dapsone,"Uveitis, Anterior",therapeutic effect,,
Dapsone,Ventricular Outflow Obstruction,side effect,,
Dapsone,Wounds and Injuries,side effect,,
Dapsone,Inflammatory Bowel Diseases,side effect,,
Dapsone,"Panniculitis, Peritoneal",side effect,,
Dapsone,Peripheral Vascular Diseases,side effect,,
Dapsone,Orbital Pseudotumor,therapeutic effect,,
Dapsone,"Akathisia, Drug-Induced",therapeutic effect,,
Dapsone,"Liver Failure, Acute",side effect,,
Dapsone,MELAS Syndrome,side effect,,
Dapsone,"Skin Diseases, Vascular",side effect,,
Dapsone,"Neurofibroma, Plexiform",side effect,,
Dapsone,"Vasculitis, Leukocytoclastic, Cutaneous",side effect,,
Dapsone,Thrombophilia,side effect,,
Dapsone,Stereotypic Movement Disorder,side effect,,
Dapsone,"Muscular Dystrophy, Duchenne",side effect,,
Dapsone,Parkinsonian Disorders,side effect,,
Dapsone,Diffuse Axonal Injury,side effect,,
Dapsone,Coronary Stenosis,side effect,,
Dapsone,"Renal Insufficiency, Chronic",side effect,,
Dapsone,Bulimia Nervosa,therapeutic effect,,
Dapsone,"Urinary Incontinence, Urge",side effect,,
Dapsone,Acute Coronary Syndrome,side effect,,
Dapsone,Precursor Cell Lymphoblastic Leukemia-Lymphoma,side effect,,
Dapsone,Peripheral Arterial Disease,side effect,,
Daptomycin,Fatigue,therapeutic effect,,
Daptomycin,"Leukemia, Plasma Cell",therapeutic effect,,
Daptomycin,Rectal Neoplasms,therapeutic effect,,
Daptomycin,"Sinus Thrombosis, Intracranial",therapeutic effect,,
Daptomycin,Stomach Ulcer,therapeutic effect,,
Daptomycin,Myocardial Ischemia,therapeutic effect,,
Daunorubicin,Miyoshi myopathy,side effect,,
Daunorubicin,Rapidly progressive glomerulonephritis with pulmonary hemorrhage,side effect,,
Daunorubicin,"High serum cholesterol, familial",side effect,,
Daunorubicin,Altitude Sickness,side effect,,
Daunorubicin,"Anemia, Megaloblastic",side effect,,
Daunorubicin,"Anemia, Pernicious",side effect,,
Daunorubicin,Angina Pectoris,side effect,,
Daunorubicin,Aortic Diseases,side effect,,
Daunorubicin,"Arrhythmia, Sinus",side effect,,
Daunorubicin,Autistic Disorder,side effect,,
Daunorubicin,Berylliosis,side effect,,
Daunorubicin,Blepharospasm,side effect,,
Daunorubicin,Bronchiolitis,side effect,,
Daunorubicin,Carcinoma,side effect,,
Daunorubicin,Carotid Artery Diseases,side effect,,
Daunorubicin,Cataplexy,therapeutic effect,,
Daunorubicin,Cattle Diseases,therapeutic effect,,
Daunorubicin,"Ischemic Attack, Transient",therapeutic effect,,
Daunorubicin,Chorea,side effect,,
Daunorubicin,Coxsackievirus Infections,side effect,,
Daunorubicin,Cystic Fibrosis,therapeutic effect,,
Daunorubicin,"Hearing Loss, Sudden",side effect,,
Daunorubicin,Depressive Disorder,side effect,,
Daunorubicin,"Dermatitis, Contact",side effect,,
Daunorubicin,"Diabetes Mellitus, Type 2",side effect,,
Daunorubicin,Dyspnea,side effect,,
Daunorubicin,Epilepsy,side effect,,
Daunorubicin,Exanthema,side effect,,
Daunorubicin,Facial Neuralgia,side effect,,
Daunorubicin,Fetal Diseases,side effect,,
Daunorubicin,Gallbladder Diseases,therapeutic effect,,
Daunorubicin,"Glomerulonephritis, IGA",side effect,,
Daunorubicin,Graft vs Host Disease,side effect,,
Daunorubicin,Heart Failure,side effect,,
Daunorubicin,Heart Valve Diseases,side effect,,
Daunorubicin,Herpes Genitalis,side effect,,
Daunorubicin,"Histiocytosis, Langerhans-Cell",side effect,,
Daunorubicin,Huntington Disease,side effect,,
Daunorubicin,Hyperaldosteronism,side effect,,
Daunorubicin,Hypersensitivity,therapeutic effect,,
Daunorubicin,Disorders of Excessive Somnolence,side effect,,
Daunorubicin,"Infertility, Male",side effect,,
Daunorubicin,Insect Bites and Stings,side effect,,
Daunorubicin,Leg Ulcer,side effect,,
Daunorubicin,Lung Neoplasms,therapeutic effect,,
Daunorubicin,Lupus Nephritis,therapeutic effect,,
Daunorubicin,Lymphatic Diseases,side effect,,
Daunorubicin,Melanoma,side effect,,
Daunorubicin,Meningoencephalitis,therapeutic effect,,
Daunorubicin,Nasal Polyps,side effect,,
Daunorubicin,Neural Tube Defects,therapeutic effect,,
Daunorubicin,Pain,side effect,,
Daunorubicin,Paraplegia,side effect,,
Daunorubicin,"Pemphigoid, Bullous",side effect,,
Daunorubicin,Personality Disorders,side effect,,
Daunorubicin,Polycythemia,side effect,,
Daunorubicin,"Psychoses, Alcoholic",side effect,,
Daunorubicin,Pulmonary Emphysema,side effect,,
Daunorubicin,Hyperacusis,side effect,,
Daunorubicin,Recurrence,therapeutic effect,,
Daunorubicin,"Respiratory Distress Syndrome, Adult",side effect,,
Daunorubicin,Retinal Vein Occlusion,side effect,,
Daunorubicin,Retinoblastoma,side effect,,
Daunorubicin,"Shock, Septic",therapeutic effect,,
Daunorubicin,Sigmoid Neoplasms,side effect,,
Daunorubicin,"Sinus Thrombosis, Intracranial",side effect,,
Daunorubicin,Stevens-Johnson Syndrome,side effect,,
Daunorubicin,Stomach Ulcer,side effect,,
Daunorubicin,"Stomatitis, Aphthous",side effect,,
Daunorubicin,Ventricular Outflow Obstruction,side effect,,
Daunorubicin,Retinal Artery Occlusion,side effect,,
Daunorubicin,"Death, Sudden, Cardiac",therapeutic effect,,
Daunorubicin,"Toxoplasmosis, Cerebral",therapeutic effect,,
Daunorubicin,POEMS Syndrome,therapeutic effect,,
Daunorubicin,"Tachycardia, Ventricular",side effect,,
Daunorubicin,Polymyositis,side effect,,
Daunorubicin,Porokeratosis,side effect,,
Daunorubicin,"Neuroectodermal Tumors, Primitive, Peripheral",therapeutic effect,,
Daunorubicin,Nerve Sheath Neoplasms,side effect,,
Daunorubicin,Pulmonary Atresia,side effect,,
Daunorubicin,Systemic Inflammatory Response Syndrome,side effect,,
Daunorubicin,"Anemia, Iron-Deficiency",side effect,,
Daunorubicin,Thrombophilia,side effect,,
Daunorubicin,"Sleep Apnea, Central",side effect,,
Daunorubicin,Hypoalbuminemia,side effect,,
Daunorubicin,"Kidney Diseases, Cystic",therapeutic effect,,
Daunorubicin,"Lipodystrophy, Familial Partial",side effect,,
Daunorubicin,Acute Coronary Syndrome,side effect,,
Daunorubicin,Histiocytic Sarcoma,side effect,,
Daunorubicin,Latent Tuberculosis,therapeutic effect,,
Daunorubicin,Drug Overdose,side effect,,
Deamino Arginine Vasopressin,"Hypoglycemia, leucine-induced",side effect,,
Deamino Arginine Vasopressin,Altitude Sickness,side effect,,
Deamino Arginine Vasopressin,Angina Pectoris,side effect,,
Deamino Arginine Vasopressin,Arterial Occlusive Diseases,side effect,,
Deamino Arginine Vasopressin,Back Pain,side effect,,
Deamino Arginine Vasopressin,Urinary Bladder Calculi,side effect,,
Deamino Arginine Vasopressin,"Carcinoma, Squamous Cell",therapeutic effect,,
Deamino Arginine Vasopressin,Catalepsy,side effect,,
Deamino Arginine Vasopressin,Catatonia,side effect,,
Deamino Arginine Vasopressin,Cattle Diseases,side effect,,
Deamino Arginine Vasopressin,Brain Ischemia,side effect,,
Deamino Arginine Vasopressin,Chest Pain,side effect,,
Deamino Arginine Vasopressin,Colitis,side effect,,
Deamino Arginine Vasopressin,Decompression Sickness,side effect,,
Deamino Arginine Vasopressin,"Dermatitis, Contact",side effect,,
Deamino Arginine Vasopressin,"Diabetes Mellitus, Experimental",side effect,,
Deamino Arginine Vasopressin,"Diabetes Mellitus, Type 2",side effect,,
Deamino Arginine Vasopressin,"Ductus Arteriosus, Patent",therapeutic effect,,
Deamino Arginine Vasopressin,Edema,therapeutic effect,,
Deamino Arginine Vasopressin,Fetal Distress,therapeutic effect,,
Deamino Arginine Vasopressin,Fibromyalgia,side effect,,
Deamino Arginine Vasopressin,Heart Valve Diseases,side effect,,
Deamino Arginine Vasopressin,Hemorrhage,side effect,,
Deamino Arginine Vasopressin,Gastrointestinal Hemorrhage,side effect,,
Deamino Arginine Vasopressin,Hyperlipoproteinemias,therapeutic effect,,
Deamino Arginine Vasopressin,"Hypertension, Renovascular",side effect,,
Deamino Arginine Vasopressin,Hyphema,side effect,,
Deamino Arginine Vasopressin,"Jaundice, Neonatal",side effect,,
Deamino Arginine Vasopressin,"Leishmaniasis, Mucocutaneous",side effect,,
Deamino Arginine Vasopressin,Melanoma,side effect,,
Deamino Arginine Vasopressin,Mixed Connective Tissue Disease,side effect,,
Deamino Arginine Vasopressin,Moyamoya Disease,side effect,,
Deamino Arginine Vasopressin,Multiple Myeloma,therapeutic effect,,
Deamino Arginine Vasopressin,Muscular Diseases,side effect,,
Deamino Arginine Vasopressin,Myoclonus,side effect,,
Deamino Arginine Vasopressin,Nephrosis,side effect,,
Deamino Arginine Vasopressin,Neuralgia,side effect,,
Deamino Arginine Vasopressin,"Pemphigoid, Bullous",side effect,,
Deamino Arginine Vasopressin,Precancerous Conditions,side effect,,
Deamino Arginine Vasopressin,Pregnancy Complications,therapeutic effect,,
Deamino Arginine Vasopressin,Pseudohypoaldosteronism,side effect,,
Deamino Arginine Vasopressin,Renal Artery Obstruction,side effect,,
Deamino Arginine Vasopressin,Retinal Vein Occlusion,side effect,,
Deamino Arginine Vasopressin,"Shock, Septic",side effect,,
Deamino Arginine Vasopressin,Stomach Neoplasms,side effect,,
